Longitude,Latitude,city,SIC2,SIC3
106.7683075,26.62770256,5201,27,274
106.649466,26.57865602,5201,29,291
106.7874706,26.64225795,5201,27,274
106.7937328,26.64226562,5201,27,272
106.6773315,26.59726884,5201,27,274
106.7237151,26.70328402,5201,30,308
109.980021,41.78057452,5201,44,442
106.7020465,26.5860721,5201,30,307
106.7349961,26.90282593,5201,33,331
104.8282964,26.59981349,5202,45,450
110.6747167,26.95184928,5202,30,301
106.530635,29.54460611,5202,15,151
104.845914,26.58401429,5202,44,442
104.7625469,26.731157,5202,61,610
104.7625469,26.731157,5202,61,610
104.7625469,26.731157,5202,61,610
104.4755975,25.71110546,5202,44,442
104.5663969,26.06951,5202,61,610
104.6669131,25.77283834,5202,61,610
104.6294497,25.98664005,5202,61,610
104.5565091,25.59907486,5202,61,610
106.7641401,27.21361157,5202,15,152
104.6669131,25.77283834,5202,61,610
104.4193354,25.72144229,5202,61,610
105.3830337,26.23586507,5202,30,301
105.3830337,26.23586507,5202,30,301
105.3830337,26.23586507,5202,61,610
105.4739628,26.2210725,5202,44,442
104.9303569,26.4305469,5202,44,442
104.9303569,26.4305469,5202,61,610
118.9905385,26.915255,5202,44,441
106.9350898,27.6618895,5203,26,261
106.7349961,26.90282593,5203,26,264
106.9369705,27.72261816,5203,46,461
106.9272577,27.64451898,5203,35,351
106.9298328,27.76976952,5203,15,151
106.939601,27.72239647,5203,14,144
119.5395866,35.39242746,5203,33,334
104.7357167,31.46840995,5203,33,334
113.7402546,40.36076326,5203,33,333
106.9350586,27.65474283,5203,31,315
106.9312603,27.69996138,5203,13,135
106.9006702,27.70974024,5203,13,135
106.9049676,27.65977368,5203,26,262
106.9338773,27.71552901,5203,38,381
106.9026618,27.6693424,5203,61,610
107.0031098,27.88759018,5203,30,301
106.9312603,27.69996138,5203,41,419
107.0008514,27.88030524,5203,30,301
106.7940724,27.29844743,5203,30,301
106.8304189,27.52958393,5203,27,272
106.7349961,26.90282593,5203,38,385
106.8863309,28.41447976,5203,61,610
107.2035422,28.14636535,5203,44,442
106.7188534,26.5923491,5203,38,385
107.2035422,28.14636535,5203,61,610
106.9477397,27.73259325,5203,38,385
107.4127735,28.50663919,5203,44,442
107.6066784,28.88947496,5203,44,442
107.8797392,28.50970213,5203,10,101
107.9199346,28.66140391,5203,44,442
107.4911852,27.77303523,5203,44,442
106.9298224,27.66823934,5203,13,131
107.8994552,27.22684002,5203,44,442
106.7349961,26.90282593,5203,15,151
106.4175353,27.8067652,5203,44,442
116.3044425,39.97024337,5203,15,151
106.436925,27.85174298,5203,15,151
106.431837,27.83126697,5203,15,151
106.3757937,27.85310344,5203,15,151
106.2646938,27.70317605,5203,30,301
106.3848013,27.86882702,5203,15,151
107.9723347,26.5784913,5203,15,151
106.3757937,27.85310344,5203,15,151
105.9205131,28.49333365,5203,30,301
105.9205131,28.49333365,5203,61,610
105.9205131,28.49333365,5203,26,262
105.9205131,28.49333365,5203,44,442
103.4822032,30.39805163,5203,26,261
106.3589258,28.35731978,5203,61,610
106.1864398,28.26406955,5203,61,610
106.3589258,28.35731978,5203,44,442
106.3589258,28.35731978,5203,15,151
106.5793554,28.66420437,5203,61,610
106.6698755,28.41476206,5203,61,610
106.3589258,28.35731978,5203,61,610
106.3589258,28.35731978,5203,61,610
106.1479163,28.28681872,5203,61,610
106.7349961,26.90282593,5203,61,610
109.1922107,27.70304638,5206,44,442
109.1951102,27.71492902,5206,46,461
108.849556,27.69954822,5206,44,442
108.8162973,27.82120328,5206,30,301
109.00176,27.33780267,5206,44,442
108.2295522,27.51709833,5206,44,442
108.1979789,27.85665893,5206,13,135
108.1979789,27.85665893,5206,26,262
108.5283015,27.98604525,5206,15,153
108.5283015,27.98604525,5206,15,153
108.5283015,27.98604525,5206,26,267
108.4140829,27.997868,5206,44,442
108.0675694,28.30284363,5206,44,442
108.0675694,28.30284363,5206,13,133
108.1221038,28.27021681,5206,30,302
108.0675694,28.30284363,5206,13,133
108.3396277,28.64229672,5206,30,301
108.3396277,28.64229672,5206,44,442
109.0415434,28.12971409,5206,44,442
109.2184518,27.52470343,5206,44,442
104.9803467,25.15874298,5223,15,152
104.9261832,25.10579196,5223,44,441
104.9005578,25.09514806,5223,32,322
104.9460575,25.08167351,5223,27,272
106.1405028,27.08638457,5223,26,267
104.9053802,25.08755285,5223,46,461
106.8393873,27.54100328,5223,27,274
104.8578372,25.00254377,5223,61,610
104.9864029,25.16540595,5223,30,301
104.8578372,25.00254377,5223,61,610
105.1993249,25.43798657,5223,46,461
105.195615,25.44091605,5223,44,442
105.4194527,25.42229096,5223,61,610
105.350927,25.43530489,5223,61,610
104.956122,25.79191766,5223,30,301
104.8827458,25.77626291,5223,44,441
105.2084623,25.84135044,5223,44,442
105.7739833,25.38267983,5223,13,134
105.6933496,25.42163441,5223,61,610
105.6933496,25.42163441,5223,44,442
106.1032592,25.18149127,5223,44,442
105.476418,25.11445469,5223,44,442
105.5005617,25.32604183,5223,61,610
105.3120417,27.33146112,5205,30,301
106.0660008,26.79897694,5205,61,610
106.0471471,27.03089427,5205,44,442
106.2643501,27.50904813,5205,15,151
106.2268522,27.47154268,5205,61,610
106.2416668,27.46864098,5205,61,610
106.2268522,27.47154268,5205,44,442
105.776268,26.67638276,5205,44,442
105.7256536,26.5719702,5205,61,610
105.3842914,26.77566041,5205,44,442
105.2749138,26.71594347,5205,61,610
104.2240862,26.921382,5205,44,442
104.5980319,27.15332246,5205,44,442
104.5980319,27.15332246,5205,81,810
106.7095648,26.59207064,5204,27,274
105.7479049,26.31883253,5204,27,274
105.92827,26.22859458,5204,36,366
105.92827,26.22859458,5204,44,441
105.92827,26.22859458,5204,44,442
105.9782585,26.26514444,5204,27,274
105.8961063,26.23988162,5204,44,442
105.1448926,26.28368882,5204,61,610
105.92827,26.22859458,5204,61,610
105.92827,26.22859458,5204,61,610
106.9487044,27.08088319,5201,26,261
106.7091771,26.62990674,5201,44,442
107.0468807,27.07542731,5201,26,262
107.0468807,27.07542731,5201,26,261
106.8706206,27.12966151,5201,10,102
106.8673012,27.06129453,5201,26,261
106.7349961,26.90282593,5201,26,261
107.0468807,27.07542731,5201,26,262
106.8491513,27.21109847,5201,10,102
106.6819804,27.15080757,5201,27,274
106.5905927,26.93153804,5201,30,301
106.5905927,26.93153804,5201,44,442
106.468342,26.56937575,5201,13,135
106.6268813,26.85799531,5204,61,610
106.2914047,26.40876868,5204,30,306
106.2865343,26.4437512,5204,44,442
106.2914047,26.40876868,5204,26,262
106.7349961,26.90282593,5204,15,151
105.7426931,26.34574755,5204,44,442
105.7506351,26.22733517,5204,30,301
105.7697161,26.29280097,5204,30,308
105.5687267,25.86219044,5204,61,610
105.5687267,25.86219044,5204,44,442
105.8335526,25.84435301,5204,44,442
106.1883624,25.70061472,5204,44,442
110.1764086,24.07527449,5226,61,610
108.4323363,27.05365117,5226,44,441
107.9853526,26.58399177,5226,61,610
107.9482386,26.63174233,5226,46,461
107.9482386,26.63174233,5226,61,610
107.9070297,26.93217324,5226,30,301
106.7349961,26.90282593,5226,15,151
108.4051715,27.03471625,5226,31,315
108.4758881,27.1216296,5226,44,442
108.7074468,27.3653408,5226,44,442
109.2645303,26.92469568,5226,44,442
109.2134119,26.68662009,5226,44,442
108.5900714,26.65729264,5226,44,442
119.2957748,26.06505655,5226,44,442
109.0745905,26.15751352,5226,30,301
109.1520434,26.24625816,5226,20,201
109.1419281,26.24140575,5226,44,442
108.3089552,25.59979206,5226,30,301
108.909625,25.73554673,5226,44,442
108.0866504,26.38409249,5226,44,442
107.5980271,26.50189925,5226,44,442
107.8051178,26.20219197,5226,15,153
107.8007521,26.20763802,5226,44,442
107.4775589,26.15365714,5227,30,302
107.5271752,26.28030082,5227,46,461
107.527907,26.28981916,5227,44,442
107.8874631,25.42437496,5227,30,301
108.1224936,25.36597445,5227,61,610
107.976491,25.42041369,5227,61,610
107.9302134,25.40131799,5227,61,610
107.2039037,26.43366375,5227,22,222
106.7061596,26.54856691,5227,18,181
107.2388948,26.58358855,5227,44,442
107.5164294,26.71149483,5227,44,442
107.4912173,26.77711878,5227,10,102
107.7408636,26.7042839,5227,26,262
107.5219231,26.62745064,5227,31,313
107.4567076,27.07975628,5227,26,261
107.4787906,27.10792861,5227,30,301
107.480938,27.07758199,5227,10,102
107.4214118,27.17234003,5227,61,610
107.3999718,27.02989845,5227,10,102
107.4837193,27.07757661,5227,44,442
107.5228132,27.1719601,5227,61,610
107.5637523,25.63684059,5227,44,442
107.3831428,25.4715244,5227,15,153
106.7097969,25.41923674,5227,44,442
106.2853815,26.08235832,5227,61,610
106.4041982,26.00047613,5227,44,442
106.9806494,26.45506932,5227,44,442
112.3443725,28.58970709,5201,19,195
106.7349961,26.90282593,5227,19,195
106.6616725,26.13724252,5227,44,442
107.9565056,25.85286425,5227,15,151
102.7436843,25.03562871,5301,35,351
102.6769718,25.05499405,5301,27,274
102.6552746,25.06351979,5301,36,361
102.5220238,24.70491819,5301,10,102
102.7879741,24.99749718,5301,15,152
102.7258646,25.04728983,5301,27,274
102.8135068,24.98278509,5301,16,161
102.6479592,25.03997333,5301,33,339
101.5929516,24.8642128,5301,18,181
102.7240712,25.09115898,5301,27,274
102.6017557,24.67266089,5301,26,262
102.7316774,25.03700406,5301,23,231
102.7217852,25.04023797,5301,44,441
102.6704501,25.06173288,5301,27,272
120.9325952,30.48251512,5301,41,419
102.8005621,24.9511878,5301,35,359
102.5438016,24.85363756,5301,26,268
102.7286293,25.04497217,5301,30,302
102.7736577,24.99324429,5301,34,342
102.8010809,25.05923783,5301,13,132
102.7319227,25.12653986,5301,30,301
102.750377,25.05598175,5301,34,344
102.6940743,25.06884738,5301,24,243
102.7146011,25.0491531,5301,30,305
102.7373843,25.14859834,5301,29,292
102.8368538,24.96577038,5301,35,352
102.8005051,24.95997768,5301,35,357
102.6931586,25.05694541,5301,38,382
102.7812669,25.0309522,5301,38,382
102.8327528,25.03108671,5301,13,132
102.6883678,25.06758746,5301,13,131
102.6836661,25.07230045,5301,30,303
102.4805166,25.89697802,5301,14,145
102.7160179,25.0429629,5301,20,202
102.8804667,25.02470694,5301,27,272
101.5929516,24.8642128,5301,30,302
102.7639468,25.09180502,5301,26,263
102.787112,25.01731372,5301,37,371
102.7838193,25.00440537,5301,26,268
102.7028834,25.03030304,5301,27,272
113.230804,35.24171236,5301,34,348
102.7213976,25.01789035,5301,27,274
102.790065,25.02165653,5301,37,371
102.7146011,25.0491531,5301,30,302
101.5929516,24.8642128,5301,27,274
102.7146011,25.0491531,5301,15,152
102.7289137,25.00354,5301,35,354
102.6266457,25.01260465,5301,33,336
102.6628473,25.05707406,5301,23,231
102.8778757,25.02466721,5301,23,231
102.737917,25.1365896,5301,21,219
102.7443909,25.15270548,5301,35,351
102.7101976,25.00899532,5301,15,152
102.7014597,24.94197052,5301,22,223
103.265563,25.55100731,5301,32,326
102.8421594,24.97176918,5301,35,359
102.7994155,25.00587282,5301,35,353
102.8479603,24.98160994,5301,29,292
102.8549149,25.0236193,5301,14,144
103.2498211,25.45891213,5301,10,102
102.6564663,25.02939734,5301,30,303
102.7146011,25.0491531,5301,23,231
102.8006803,24.91243632,5301,23,231
102.9506047,24.96149743,5301,15,152
102.8397458,24.98502365,5301,38,383
104.1055875,26.19234293,5301,26,262
102.6017557,24.67266089,5301,26,262
102.5918916,24.66647943,5301,34,342
102.5796139,24.60504107,5301,46,461
102.6017557,24.67266089,5301,26,261
102.5796139,24.60504107,5301,26,261
103.7191559,36.11552304,5301,31,314
102.5038959,24.89967058,5301,33,339
102.5173457,24.90356709,5301,33,331
103.7191559,36.11552304,5301,44,442
118.5706837,24.90976616,5301,31,314
102.4895204,24.95738627,5301,26,262
102.4809266,24.94827079,5301,33,334
101.5929516,24.8642128,5301,26,267
102.7146011,25.0491531,5301,20,203
102.4529968,24.84802326,5301,26,262
102.4200007,24.81694597,5301,10,102
102.3911268,24.85235546,5301,26,262
102.4968213,25.26846662,5301,26,261
102.5299123,25.22869126,5301,91,919
102.5841026,25.36343929,5301,91,919
103.1576705,24.92510595,5301,44,442
103.1928155,24.94490793,5301,30,301
103.1519264,24.91527965,5301,31,313
103.1547779,24.92993177,5301,14,145
103.186374,24.93123926,5301,26,262
103.8237705,24.6814385,5301,62,620
103.187995,24.94504886,5301,26,262
103.1858459,24.93095176,5301,14,149
103.1928155,24.94490793,5301,30,301
103.18788,24.94412024,5301,30,301
103.1953055,24.98901268,5301,15,151
103.1828488,24.89184438,5301,13,139
103.1866625,24.93822319,5301,35,359
103.0356959,24.99371011,5301,30,303
102.7146011,25.0491531,5301,41,412
118.7122994,25.36775111,5301,44,441
103.280035,24.76725189,5301,44,442
103.4273356,24.75430949,5301,61,610
103.2865414,24.75459791,5301,30,303
103.2856194,24.75892668,5301,13,139
103.2651839,24.69132349,5301,13,131
103.006525,25.31790018,5301,44,442
101.5929516,24.8642128,5301,30,301
103.0543572,25.25712724,5301,29,291
102.5930275,25.94377104,5301,81,810
103.0785615,26.13932885,5301,31,311
103.7250207,27.34063296,5306,26,262
103.2225067,27.02384726,5306,44,441
103.7160446,27.33904282,5306,14,141
103.7266356,27.34748867,5306,46,461
103.4258556,27.20570289,5306,44,442
103.1300203,27.00832773,5306,91,912
104.2305348,28.13070651,5306,44,442
104.2305348,28.13070651,5306,61,610
103.9121777,27.90509583,5306,44,442
103.9191084,27.91824319,5306,30,301
103.9121777,27.90509583,5306,61,610
103.6528225,27.95316333,5306,61,610
103.6528225,27.95316333,5306,44,441
103.6528225,27.95316333,5306,91,912
103.9676555,28.60417748,5306,44,442
117.5665141,34.86419346,5306,30,301
104.833852,27.56891597,5306,44,442
104.2414491,27.63098638,5306,91,912
105.0502826,27.89146285,5306,44,442
105.0502826,27.89146285,5306,61,610
104.2288325,28.51092984,5306,29,292
104.2288325,28.51092984,5306,44,442
103.8254968,25.53059308,5303,44,442
103.789473,25.50274721,5303,44,442
103.820257,25.50160499,5303,25,252
103.7825389,25.52075814,5303,22,222
104.177179,25.28464034,5303,61,610
101.5929516,24.8642128,5303,26,262
103.9133264,25.36005747,5303,36,361
103.8462384,25.7867106,5303,61,610
103.8026959,25.53212087,5303,22,223
104.1452388,25.81663769,5303,61,610
103.8462384,25.7867106,5303,61,610
103.8357707,25.42666755,5303,61,610
104.0943777,25.80949997,5303,61,610
103.7765708,25.21751366,5303,61,610
103.8539797,25.47353857,5303,61,610
103.7825389,25.52075814,5303,30,307
104.1574419,25.28754033,5303,61,610
103.9133264,25.36005747,5303,13,131
103.8462384,25.7867106,5303,61,610
103.8181029,25.53532784,5303,29,292
103.7825389,25.52075814,5303,25,252
103.809425,25.53680976,5303,29,292
103.8325229,25.60105907,5303,61,610
103.8462384,25.7867106,5303,25,252
103.8462384,25.7867106,5303,61,610
103.8257187,25.4859961,5303,38,386
103.8462384,25.7867106,5303,61,610
103.5844536,25.44728301,5303,44,442
103.8205854,25.52918524,5303,27,272
104.2834228,26.62258433,5303,61,610
104.223591,26.48715666,5303,61,610
104.1525707,26.27682862,5303,44,442
103.1835458,26.10198303,5303,61,610
104.1073973,26.23757513,5303,29,292
103.6960461,25.063428,5303,61,610
104.4008533,26.32069461,5303,61,610
104.1525707,26.27682862,5303,61,610
104.2731267,26.10949903,5303,61,610
104.2398619,26.14237573,5303,61,610
109.6472605,40.05850869,5303,61,610
104.4716727,26.36040433,5303,61,610
104.2234062,26.42627104,5303,61,610
104.5192495,26.33025227,5303,61,610
104.2731267,26.10949903,5303,61,610
104.4389391,26.16054429,5303,61,610
104.3968409,26.49661973,5303,61,610
104.3968409,26.49661973,5303,61,610
104.1525707,26.27682862,5303,61,610
104.4809126,26.31797775,5303,61,610
104.1525707,26.27682862,5303,30,301
104.1525707,26.27682862,5303,61,610
104.3968409,26.49661973,5303,61,610
104.545869,26.47049951,5303,61,610
104.545869,26.47049951,5303,61,610
104.2159493,26.48302942,5303,61,610
104.1525707,26.27682862,5303,61,610
104.1525707,26.27682862,5303,61,610
104.223591,26.48715666,5303,61,610
104.3423837,25.45739733,5303,61,610
104.3423837,25.45739733,5303,61,610
104.2936344,25.43928275,5303,61,610
104.1620108,25.38141534,5303,61,610
104.2936344,25.43928275,5303,61,610
104.2936344,25.43928275,5303,61,610
104.3545459,25.46425767,5303,61,610
104.3339941,25.86239698,5303,61,610
104.466669,25.37768053,5303,61,610
104.2936344,25.43928275,5303,61,610
104.3339941,25.86239698,5303,61,610
104.3339941,25.86239698,5303,61,610
104.3339941,25.86239698,5303,61,610
104.3339941,25.86239698,5303,61,610
104.3583438,25.469611,5303,61,610
104.5315649,25.2286267,5303,61,610
104.2936344,25.43928275,5303,61,610
104.3210867,25.56200148,5303,61,610
104.1647298,25.74958043,5303,61,610
104.4770838,25.35173739,5303,61,610
104.2936344,25.43928275,5303,61,610
104.3339941,25.86239698,5303,61,610
104.3210867,25.56200148,5303,61,610
104.5066912,25.19557769,5303,61,610
104.3210867,25.56200148,5303,61,610
104.1620108,25.38141534,5303,61,610
104.5201213,25.16724253,5303,61,610
104.2523687,25.66590766,5303,61,610
104.3983826,25.45928868,5303,61,610
104.3423837,25.45739733,5303,61,610
104.3339941,25.86239698,5303,61,610
104.3339941,25.86239698,5303,61,610
104.3423837,25.45739733,5303,61,610
104.5246937,25.35729695,5303,61,610
104.3995349,25.84516719,5303,61,610
104.3339941,25.86239698,5303,61,610
104.3674519,25.46721438,5303,44,442
104.3423837,25.45739733,5303,61,610
104.5837719,25.13829143,5303,61,610
104.2936344,25.43928275,5303,61,610
104.5741218,25.24127718,5303,30,301
104.3210867,25.56200148,5303,61,610
104.3339941,25.86239698,5303,61,610
104.1620108,25.38141534,5303,61,610
104.2936344,25.43928275,5303,61,610
104.3423837,25.45739733,5303,61,610
104.3210867,25.56200148,5303,61,610
104.2936344,25.43928275,5303,61,610
104.6003428,24.89079784,5303,44,441
104.3492788,24.98315713,5303,26,261
104.3492788,24.98315713,5303,30,301
104.167891,25.11988723,5303,61,610
104.1294792,24.68019803,5303,61,610
104.1294792,24.68019803,5303,61,610
104.1294792,24.68019803,5303,61,610
104.1294792,24.68019803,5303,61,610
104.0450247,24.81531544,5303,25,252
104.1294792,24.68019803,5303,61,610
104.1294792,24.68019803,5303,61,610
104.1294792,24.68019803,5303,29,292
104.1294792,24.68019803,5303,61,610
104.1294792,24.68019803,5303,61,610
104.0752057,24.78528127,5303,13,131
104.1294792,24.68019803,5303,61,610
103.6265275,25.01107644,5303,22,222
103.7131779,25.17934869,5303,26,267
103.707386,25.03757054,5303,30,301
103.707386,25.03757054,5303,44,442
103.707386,25.03757054,5303,26,261
102.7442322,25.1254085,5301,27,274
103.2708032,25.43397506,5301,26,261
103.4685436,26.46221827,5303,44,442
103.4685436,26.46221827,5303,26,262
103.3004669,26.42477234,5303,44,441
103.2543853,26.46426151,5303,44,441
101.5569629,25.05179768,5323,23,231
101.5345834,25.04702688,5323,23,231
101.5389105,25.0434289,5323,38,382
101.328638,24.88025247,5323,44,441
101.5574426,25.02703476,5323,46,461
101.5352993,25.04577197,5323,61,610
101.4241023,25.1885294,5323,62,620
120.4683404,27.82923053,5323,30,301
101.328638,24.88025247,5323,22,222
101.8178334,24.55931281,5323,15,153
101.5639624,25.29591803,5323,30,302
101.5967577,25.40735674,5323,44,442
101.5967577,25.40735674,5323,15,151
101.5967577,25.40735674,5323,81,810
101.0380122,25.10352267,5323,44,442
101.2469693,25.51207935,5323,44,442
101.2253975,25.51260622,5323,17,173
101.328638,24.88025247,5323,35,358
101.3338553,25.74124204,5323,23,231
101.2429131,25.94766991,5323,44,441
101.6800253,26.06204385,5323,44,442
102.2011759,25.73110955,5323,26,267
102.0820952,25.14625473,5323,44,442
102.3017595,25.25956436,5323,31,313
101.9218688,25.10884025,5323,61,610
102.083568,25.175773,5323,38,384
102.7328566,25.03964779,5304,44,442
102.5450679,24.37044713,5304,30,301
102.4998946,24.36985399,5304,16,162
102.4966896,24.34190868,5304,22,222
102.5606595,24.34831807,5304,34,342
102.4962477,24.34157321,5304,16,169
102.5248861,24.31845436,5304,26,268
102.5438305,24.33156694,5304,26,262
102.5454357,24.42004523,5304,29,292
102.5045068,24.24556996,5304,22,222
102.5281532,24.26504405,5304,13,133
102.5292861,24.36664994,5304,30,301
102.5450679,24.37044713,5304,22,223
102.4879568,24.38670145,5304,30,301
101.5929516,24.8642128,5304,26,266
102.5450679,24.37044713,5304,27,273
102.739874,25.01445794,5304,32,326
102.4992143,24.34219248,5304,22,222
102.5234084,24.36844223,5304,31,311
102.5437047,24.36507355,5304,26,266
102.5450679,24.37044713,5304,26,264
102.5519107,24.34320321,5304,23,231
102.5618972,24.46490883,5304,31,311
101.5929516,24.8642128,5304,38,383
102.5650632,24.34548721,5304,23,231
101.9907325,24.07258761,5304,38,386
102.5616115,24.45535289,5304,38,386
102.5171531,24.33655462,5304,35,353
102.7557532,24.36748773,5304,44,442
102.8027254,24.2871044,5304,30,301
102.8273115,24.46054175,5304,22,222
102.7557532,24.36748773,5304,30,301
102.776361,24.27757242,5304,22,223
102.7697283,24.35760711,5304,22,222
102.9468503,24.67838008,5304,26,261
102.9468503,24.67838008,5304,26,261
101.5719484,21.46246482,5304,22,223
102.7114164,24.1175585,5304,30,301
102.7114164,24.1175585,5304,13,137
102.7114164,24.1175585,5304,44,442
102.7431858,24.11818537,5304,38,382
102.7835768,24.12107437,5304,31,313
102.7114164,24.1175585,5304,13,137
102.8199924,24.20180318,5304,26,262
102.6344917,24.17761727,5304,34,348
102.7357691,24.11917042,5304,31,313
102.7170471,24.12220976,5304,22,222
102.7515214,24.293545,5304,13,137
102.7114164,24.1175585,5304,31,314
102.7114164,24.1175585,5304,33,333
102.7468053,24.19593697,5304,31,314
102.7880602,24.09104921,5304,38,383
102.7114164,24.1175585,5304,33,331
102.7479633,25.02051422,5304,14,143
102.938949,24.19487479,5304,44,442
102.9990677,24.28481231,5304,62,620
102.9990677,24.28481231,5304,23,231
102.1221972,24.69640427,5304,44,442
102.5498547,24.36836756,5304,91,911
102.1808325,24.70218271,5304,30,301
102.1797117,24.70377866,5304,32,321
102.2192499,24.24611455,5304,44,442
102.2192499,24.24611455,5304,81,810
101.5929516,24.8642128,5304,31,313
102.5371861,24.32918429,5304,27,274
101.9980524,24.0729314,5304,44,442
102.0188398,23.58622857,5304,31,315
102.0188398,23.58622857,5304,44,442
102.0188398,23.58622857,5304,31,315
103.2752901,23.75860138,5325,26,262
102.8758833,23.61583317,5325,30,301
103.4376455,24.4251383,5325,23,231
103.1602091,23.37412434,5325,44,442
102.6678697,25.06210528,5325,27,274
103.1491547,23.30569244,5325,91,914
103.1745937,23.46310334,5325,14,144
103.2618438,23.42350329,5325,13,131
103.3026186,23.3795639,5325,26,262
103.1491547,23.30569244,5325,32,321
103.1491547,23.30569244,5325,91,914
103.1613607,23.40962106,5325,27,274
103.3840648,23.36771752,5325,46,461
103.3840648,23.36771752,5325,44,442
103.2180662,23.82146521,5325,62,620
103.4001545,23.729056,5325,13,139
103.2637136,23.75292067,5325,13,134
103.365748,23.58068741,5325,30,301
103.2517655,23.72312485,5325,13,132
103.4438721,23.32282269,5325,19,195
103.5166915,23.33865693,5325,46,461
103.7484187,23.10293665,5325,44,442
103.7484187,23.10293665,5325,26,261
102.8896745,23.68391398,5325,44,442
102.840106,23.64554122,5325,13,134
102.8896745,23.68391398,5325,22,222
102.8896745,23.68391398,5325,30,302
102.8505954,23.66257467,5325,13,137
102.4942534,23.72518618,5325,13,139
102.4739129,23.59768117,5325,91,912
102.4562489,23.74625935,5325,44,442
102.4562489,23.74625935,5325,29,292
103.445318,24.25150877,5325,44,442
103.4814362,24.14806541,5325,61,610
103.4646511,24.29169322,5325,30,301
101.5929516,24.8642128,5325,13,134
103.3897656,24.22617166,5325,22,223
103.445318,24.25150877,5325,22,222
103.445318,24.25150877,5325,26,261
103.445318,24.25150877,5325,26,262
103.7832526,24.51728714,5325,44,441
103.7832526,24.51728714,5325,61,610
103.6225475,24.65006849,5325,61,610
103.7765654,24.52829451,5325,15,151
102.8195674,23.06920328,5325,44,442
102.2433482,23.25095486,5325,44,442
103.3840648,23.36771752,5325,13,134
103.2376817,22.79008888,5325,81,810
116.6517936,23.39988789,5325,91,914
102.2453265,22.87920564,5325,44,442
104.2631755,23.36337027,5326,35,351
102.731973,25.10908761,5326,16,161
104.2525153,23.39645307,5326,26,262
104.2827296,23.30925099,5326,22,223
104.2489884,23.3695159,5326,46,461
116.358967,39.87974185,5326,27,274
103.7168277,23.6006314,5326,31,315
101.0864274,26.76354926,5326,30,301
103.7366642,23.64831031,5326,31,315
104.0309398,23.41600954,5326,31,315
104.2559682,23.68779043,5326,31,315
104.0309398,23.41600954,5326,14,149
104.9025183,23.22535635,5326,31,315
104.7085958,23.14494128,5326,44,441
101.5929516,24.8642128,5326,91,912
105.0627642,24.05110422,5326,44,442
105.0064904,23.9678199,5326,26,261
105.7496082,23.70725601,5326,44,442
104.2509608,23.37878624,5326,62,620
102.6704501,25.06173288,5326,27,274
105.7496082,23.70725601,5326,44,441
105.7496082,23.70725601,5326,81,810
100.9819682,22.77883038,5308,44,442
100.9800577,22.78877778,5308,20,202
100.9666863,22.74729149,5308,30,302
100.9779336,22.80080931,5308,15,152
101.1968602,23.09735046,5308,44,442
101.1968602,23.09735046,5308,62,620
101.1968602,23.09735046,5308,62,620
101.072339,23.09075873,5308,20,202
101.0471203,23.07532739,5308,20,202
101.5554865,23.36325114,5308,44,442
114.3830173,27.81141703,5308,32,322
100.7952057,24.39672894,5308,44,442
100.7952057,24.39672894,5308,62,620
100.8556817,24.44620996,5308,26,266
100.5642913,23.36811719,5308,44,442
100.5642913,23.36811719,5308,62,620
100.5642913,23.36811719,5308,46,461
100.7221136,23.50384856,5308,30,301
100.9066781,23.86872087,5308,26,266
100.9800577,22.78877778,5308,13,134
101.5171121,22.49409141,5308,15,153
100.9800577,22.78877778,5308,15,153
101.7969292,22.62565765,5308,20,202
99.47806799,22.29422526,5308,13,134
117.8513268,25.69822449,5308,44,442
102.7634892,26.25975496,5308,26,266
100.7867604,22.01058809,5328,44,442
100.8855946,22.09464773,5328,26,262
100.9273177,22.11141301,5328,44,442
100.8030383,22.009433,5328,35,352
100.8119154,22.00447296,5328,13,134
100.8119154,22.00447296,5328,15,153
100.4618413,21.9621368,5328,44,442
102.7294859,25.02628424,5328,15,153
100.3373815,21.96073104,5328,92,921
101.461959,21.73665972,5328,44,442
101.559938,21.44051252,5328,13,134
101.5771882,21.4976037,5328,30,303
100.2523744,25.60395443,5329,44,442
100.2684158,25.59498552,5329,22,223
100.219209,25.69396662,5329,22,223
100.2445792,25.60358181,5329,44,441
102.6576979,25.05339983,5329,15,153
100.2681356,25.59258507,5329,23,231
100.2347254,25.59721437,5329,17,171
100.2154799,25.5896123,5329,29,292
100.2333366,25.59390459,5329,34,341
100.0423609,26.04391647,5329,13,132
100.3179983,25.60417649,5329,29,292
119.1485677,33.51520827,5329,16,169
100.219209,25.69396662,5329,30,301
100.2250318,26.87570524,5329,14,144
100.219209,25.69396662,5329,22,223
100.219209,25.69396662,5329,27,274
100.2723267,25.59566575,5329,27,274
100.219209,25.69396662,5329,46,461
102.4998946,24.36985399,5329,30,301
100.1117321,25.90994264,5329,16,169
99.89837504,25.60557178,5329,44,442
100.7780707,25.51667329,5329,44,442
100.5591667,25.48665624,5329,91,911
100.5510205,25.46057167,5329,30,301
100.684646,25.45913376,5329,30,301
100.8000045,25.4429046,5329,26,261
100.7637793,25.40819836,5329,61,610
100.7780707,25.51667329,5329,32,322
100.6275377,25.87530743,5329,61,610
100.4249004,24.90301381,5329,44,442
100.1786391,25.24675323,5329,44,442
100.1786391,25.24675323,5329,22,222
99.60079221,25.37464652,5329,91,911
