Longitude,Latitude,city,SIC2,SIC3
118.2969624,34.96907234,3707,35,356
118.6594453,34.88548402,3713,18,182
107.5298132,25.79061517,5227,34,345
106.7349961,26.90282593,5206,41,411
114.3162001,30.58108413,4201,20,203
114.3162001,30.58108413,4201,36,366
121.4878995,31.24916171,3101,19,192
114.8937815,40.81118849,1307,18,181
103.1977888,24.98580109,5301,35,353
109.4224018,24.32905335,4502,26,266
120.0498314,30.56758288,3305,41,411
113.4554208,23.89492097,3311,20,203
110.2726428,34.16568436,6110,32,322
118.2708284,32.31020909,3411,30,302
125.7235156,42.54264989,2205,13,131
126.564544,43.87198833,2202,36,366
119.2715431,40.98180113,2113,10,101
114.0304276,24.42673474,4402,81,810
111.3428094,26.49558762,4311,30,302
110.4816202,29.12488935,4308,21,211
112.3484328,28.59169976,4305,33,331
119.4558354,32.20440944,3211,37,373
119.3684889,33.01379717,3208,26,264
118.8577497,34.15401366,3213,20,202
119.3684889,33.01379717,3204,17,178
104.6330191,28.7696748,5115,17,171
117.9849431,26.0501183,3506,38,387
117.9849431,26.0501183,3501,35,355
116.0912254,37.24398251,3714,33,339
117.2793054,34.80788308,3704,17,171
117.0894149,36.18807776,3709,35,351
115.5408371,36.53635701,3715,20,201
116.1731605,38.20250294,1309,30,303
106.530635,29.54460611,5001,30,305
111.1932279,32.56747651,4203,15,152
112.4105622,31.20931625,4211,38,381
114.3162001,30.58108413,4209,30,306
112.4105622,31.20931625,4205,15,151
114.5941961,31.05872053,4211,38,382
114.9920387,27.11384765,3608,38,385
116.6817323,27.51896618,3610,18,181
116.3631165,26.76188536,3610,24,245
116.5915121,33.22304396,3416,13,131
116.1825392,30.50109967,3408,18,181
117.2160052,31.85925242,3415,18,181
109.0745905,26.15751352,5226,20,201
120.3844282,36.1052149,3702,34,346
117.0249671,36.68278473,3701,34,342
112.8883049,35.13382602,4108,29,292
112.7696991,34.92588439,4108,24,246
115.5384008,35.80140473,4109,30,304
112.4475248,34.65736782,4103,30,301
101.5563073,34.51138974,4114,33,333
113.9506998,22.96164587,4419,18,182
113.2202336,22.82068873,4406,38,386
100.4249004,24.90301381,5329,15,153
108.2972336,22.80649294,4501,15,152
133.2733284,47.83368469,2308,35,357
128.0474137,47.35659164,2302,35,359
119.3249566,33.88415518,3208,20,201
119.3684889,33.01379717,3207,42,421
120.310679,31.83742542,3202,35,355
119.5151527,32.18018129,3211,39,399
108.4757604,34.3076094,6104,34,348
115.5536007,34.82795277,3717,21,211
117.0034615,36.68664857,3714,30,309
115.8946324,35.61297952,3717,17,171
116.6007976,35.40212166,3708,30,302
117.2793054,34.80788308,3704,17,171
117.3452642,35.64074067,3708,22,222
120.1372432,30.87792516,3305,20,203
111.1254289,22.43197427,4409,29,292
112.2175411,22.62699245,4453,33,338
113.2469561,25.24444191,4402,33,331
112.6510095,29.49339583,4306,39,397
117.6762047,24.51706478,3506,18,181
116.7930714,26.81774125,3504,38,387
117.6421939,26.27083528,3504,34,348
106.7472339,30.37960358,5116,30,304
117.2160052,31.85925242,3404,34,346
114.6474486,32.99214396,4117,19,192
114.3518065,36.11026672,4105,30,302
113.2332818,34.00549897,4104,61,610
105.5126565,29.47119589,5002,61,610
118.3244307,34.64985505,3713,30,303
115.5536007,34.82795277,3717,20,202
116.0471032,37.31033643,3714,34,346
117.6846669,36.23365413,3712,30,302
114.3162001,30.58108413,4201,22,223
114.3162001,30.58108413,4201,34,342
105.7307966,28.57683165,5203,38,387
106.4041982,26.00047613,5227,34,348
119.1456311,33.02583444,3208,35,351
119.9528757,31.66991576,3204,33,332
119.3684889,33.01379717,3204,33,334
118.5382325,32.97161313,3208,13,131
114.5220818,38.04895831,1301,33,339
115.8433235,27.3724286,3610,18,182
115.6760824,27.75725844,3608,18,182
114.8461416,30.07289585,4202,61,610
112.4105622,31.20931625,4210,13,131
112.4105622,31.20931625,4205,15,153
116.5528155,30.75863928,3408,18,181
116.5915121,33.22304396,3416,21,212
101.5563073,34.51138974,4103,39,396
115.2498231,36.0976974,4109,34,344
101.5563073,34.51138974,4101,23,231
118.1321641,24.49542668,3503,14,146
118.87954,26.61889904,3509,13,137
120.9088728,30.90574807,3304,19,192
111.7206635,27.69586405,4305,19,192
112.6081076,25.89349002,4310,45,450
115.5536007,34.82795277,3717,30,302
117.2793054,34.80788308,3704,30,302
116.6782535,36.72345433,3714,26,266
115.4633598,35.2624405,3717,30,302
116.8995954,37.23589291,3714,18,181
117.1881066,34.27155343,3203,18,181
117.1881066,34.27155343,3203,38,381
120.2007042,33.40483935,3204,35,355
120.0254036,33.52098237,3209,30,303
122.7788716,41.56686015,2101,22,223
120.5946774,37.01789798,3702,27,275
120.3844282,36.1052149,3702,33,332
114.7137215,23.75725085,4416,39,399
117.2160052,31.85925242,3416,13,137
116.2653142,32.66246022,3412,38,387
117.2160052,31.85925242,3416,29,292
116.9886924,33.63677239,3413,29,292
119.0132379,30.98700935,3418,17,171
113.2118359,35.23460755,4108,14,143
118.863203,28.98014501,3308,38,382
117.2202968,39.17314893,1311,30,306
115.4446279,39.61611756,1306,30,302
114.9360001,36.25056776,1304,14,143
117.2202968,39.17314893,1306,30,302
113.7357619,23.70625394,4401,15,151
118.5276634,36.09928993,3709,26,261
118.5276634,36.09928993,3709,13,137
116.0411312,35.27940036,3717,30,304
116.8473184,37.20237598,3714,30,302
116.6007976,35.40212166,3708,18,181
125.3089692,45.83707158,2306,26,264
113.3793584,31.71785761,4213,26,265
114.8062717,30.84701064,4209,19,193
108.8270998,30.23996702,4228,33,339
106.530635,29.54460611,5002,20,202
117.1881066,34.27155343,3203,39,399
119.3132951,33.52834897,3208,19,194
116.5915121,33.22304396,3416,29,292
117.2160052,31.85925242,3411,33,333
119.3647129,30.89394975,3418,30,303
117.0186389,32.64281182,3404,30,302
112.050946,22.93797569,4453,30,303
114.747058,22.98552296,4413,39,397
102.2595908,27.8923929,5134,44,441
104.0699572,30.69810333,5101,30,303
115.4702926,37.55606997,1311,33,331
116.395645,39.92998578,1101,15,152
118.5839263,37.48712116,3705,31,314
117.1455533,37.67441691,3714,30,301
115.5536007,34.82795277,3717,17,172
117.6846669,36.23365413,3712,61,610
115.5528713,35.55504315,3717,21,211
117.1455533,37.67441691,3714,30,302
120.5785682,37.68647946,3717,35,352
116.1337834,28.3519684,3601,17,171
115.6760824,27.75725844,3611,42,422
114.3705893,26.34426855,3608,17,178
112.9985272,32.98243138,4113,20,201
101.5563073,34.51138974,4116,30,305
115.2984005,34.4546018,4114,21,211
119.1738722,34.60154897,3207,33,331
106.7349961,26.90282593,5206,18,183
106.7349961,26.90282593,5206,37,375
106.1883624,25.70061472,5204,30,302
108.1979789,27.85665893,5206,37,376
116.5849053,32.7914163,3404,13,132
118.9970245,30.50293603,3418,42,422
118.2734937,30.41713022,3418,91,911
118.1834506,39.65053092,1302,81,810
113.3656989,26.5807859,4310,18,182
112.181235,29.39178975,4307,14,149
111.7077031,29.75016814,4307,20,203
108.714808,29.44098103,5001,23,231
121.6608221,42.01925011,2109,33,331
118.1090113,24.47212871,3306,32,326
111.3109811,30.73275782,4205,14,143
113.3874482,30.293966,4290,18,181
113.8891676,29.74256074,4212,30,302
118.5276634,36.09928993,3717,27,277
116.5813307,36.91914289,3714,13,135
116.8995954,37.23589291,3714,23,231
119.1426338,36.71611487,3707,35,359
116.1248057,35.80160625,3708,30,308
116.8995954,37.23589291,3714,26,266
119.0524984,36.73289599,3708,33,331
120.2184982,30.60387722,3305,36,366
120.7684928,30.01491168,3306,30,304
116.8638065,38.29761535,1309,31,313
117.1881066,34.27155343,3203,39,397
119.3132951,33.52834897,3208,39,397
108.3235552,26.65611203,5226,30,303
108.3396277,28.64229672,5206,24,243
107.5637523,25.63684059,5227,30,305
115.5536007,34.82795277,3717,17,172
116.6782535,36.72345433,3714,21,211
118.5276634,36.09928993,3714,26,264
116.0373225,37.01668855,3714,36,366
116.9329388,35.83360032,3709,26,266
126.6577169,45.77322463,2301,41,419
113.3926936,34.20030756,4110,30,301
105.6519618,29.42914654,5002,13,132
112.9355556,27.83509505,4303,30,303
113.1983933,26.21649169,4310,20,201
113.850536,26.38271249,4302,20,203
110.7363994,32.86433507,4203,13,139
118.2968934,33.95204973,3213,34,342
119.7949703,33.4865792,3213,35,357
107.9251016,34.41197448,6103,38,382
117.6824477,35.43425,3713,20,203
116.8995954,37.23589291,3714,13,135
117.2793054,34.80788308,3704,20,203
116.6007976,35.40212166,3708,13,137
106.2313662,30.37390454,5116,33,331
102.8991597,30.36748094,5105,38,383
112.5780524,23.19715146,4412,29,291
111.9631337,22.84739568,4453,30,304
115.4948102,38.88656455,1306,19,192
123.9464091,43.00046212,2112,33,331
127.1167723,44.33546514,2202,13,131
111.9616059,26.80684829,4304,13,135
121.0161749,28.26183899,3303,32,326
115.5740357,35.11185521,3717,18,181
117.1455533,37.67441691,3714,26,265
116.6782535,36.72345433,3714,34,343
111.6005092,21.7206096,4417,29,292
106.530635,29.54460611,5001,10,101
107.7254282,30.66436344,5002,13,139
106.530635,29.54460611,5002,17,174
106.7349961,26.90282593,5206,33,332
106.758912,30.59924999,5116,10,101
102.8106759,29.79228214,5118,30,303
116.8995954,37.23589291,3714,41,411
116.1801738,36.58851973,3715,32,326
116.8145555,37.6856216,3714,13,132
116.0373225,37.01668855,3714,30,309
112.9334474,25.27588655,4310,39,392
112.2175411,22.62699245,4453,30,303
112.4105622,31.20931625,4208,13,139
116.5915121,33.22304396,3416,20,202
106.530635,29.54460611,5002,18,183
107.4127735,28.50663919,5203,10,101
118.5276634,36.09928993,3701,23,231
120.4904112,30.61234103,3304,30,308
121.6608221,42.01925011,2109,29,292
122.2333914,40.66865107,2108,14,149
112.2267926,22.68187239,4453,19,192
115.6760824,27.75725844,3607,26,266
118.5276634,36.09928993,3715,26,264
113.6524813,26.80672931,4302,30,303
113.6524813,26.80672931,4302,10,101
117.0186389,32.64281182,3404,35,351
106.530635,29.54460611,5002,19,192
114.085491,32.12858231,4115,19,193
110.9312453,21.66822572,4409,29,292
111.4279959,22.52802993,4453,30,303
118.6093578,35.91436863,3713,81,810
114.3102995,31.57825525,4209,30,303
113.6524813,26.80672931,4302,23,232
105.7369316,34.58431942,6205,33,331
116.3429532,35.9751609,3709,18,181
106.758912,30.59924999,5116,13,139
114.9802931,34.87976414,4102,20,202
116.5813307,36.91914289,3714,30,302
116.4634916,36.84420862,3714,18,182
110.1417114,21.64526523,4408,33,331
120.1521384,30.30219933,3301,34,346
116.3565551,39.93849109,1101,23,231
116.3119793,39.98836768,1101,39,391
116.3174231,39.93505078,3304,44,441
114.4209446,30.50885947,4201,38,381
119.58008,39.93498066,1303,30,304
114.1023234,22.54765019,4403,44,441
116.4147593,39.96417557,1101,72,720
119.9435585,31.80996586,3204,35,351
82.0786658,44.91152723,1101,27,272
114.3373509,30.54107649,1101,39,391
120.5403272,31.31668922,3205,34,344
116.0827915,40.1806984,1101,36,362
124.9302317,46.67173508,2306,30,302
116.4775263,39.91828056,1101,17,171
116.4418166,39.96471122,1101,44,443
116.3390708,40.04725088,1101,17,177
116.6664566,40.101611,1101,15,151
121.416678,31.31435064,1101,16,162
116.4410531,39.88827353,1101,39,396
116.4580507,39.93077082,1101,29,292
116.1085653,40.22226524,1101,30,302
116.3732277,39.88437574,1101,39,397
116.5036632,39.9806924,1101,40,401
116.5036968,39.99041531,1101,44,443
116.4687894,39.8948083,1101,35,354
116.6371855,39.8872525,1101,38,383
116.3706153,39.88727064,1101,23,231
116.4600229,39.94836013,1101,39,396
116.5025238,39.97819278,1101,39,392
116.2437595,39.84603236,1101,34,342
116.3380204,40.04909949,1101,40,402
116.3564992,39.93337493,1101,23,231
116.395645,39.92998578,1101,39,392
116.4718219,39.88160651,1101,18,181
116.4183873,39.91718416,1101,24,243
116.395645,39.92998578,1101,40,401
116.4510969,39.9599374,1101,22,222
116.395645,39.92998578,1101,25,251
116.4503642,39.85091937,1101,34,346
116.2889874,39.83419883,1101,35,354
104.7838913,29.35215139,1101,38,382
116.395645,39.92998578,1101,40,403
116.395645,39.92998578,1101,40,401
116.2990467,39.93586858,1101,44,443
116.4473841,39.85139823,1101,37,372
116.405462,39.95771604,1101,40,401
116.7181834,39.96563238,1101,38,382
116.1787473,39.91365578,1101,81,810
116.2255658,39.86561758,1101,42,421
116.3795329,40.06728483,1101,38,382
116.4078999,39.87452332,1101,21,211
116.2368053,40.06157391,1101,30,302
116.2694504,39.86677639,1101,36,366
116.5403649,39.92553476,1101,30,303
116.3495649,39.83542093,1101,29,292
116.4902182,39.98729683,1101,39,396
116.1245907,39.90537576,1101,38,385
116.3750688,39.91122313,1101,23,231
116.3178213,40.04181995,1101,37,371
116.3645932,40.0679032,1101,30,303
116.3789031,39.88439674,1101,23,231
,,1101,14,149
116.395645,39.92998578,1101,39,399
116.5329956,39.89192002,1101,40,401
116.255718,40.21083295,1101,27,272
116.4573823,39.76653592,1101,34,344
116.4232585,39.98980357,1101,23,231
116.3602434,40.00714464,1101,13,132
116.1971934,39.94465585,1101,34,346
117.0768778,40.16424324,1101,13,132
116.4469718,39.89658213,1101,24,242
116.5404553,39.81391375,1101,34,344
116.2578969,40.20678097,1101,39,396
116.355007,39.82676198,1101,27,276
116.442444,40.00595666,1101,30,302
116.395645,39.92998578,1101,35,359
116.395645,39.92998578,1101,34,344
116.3986829,39.84448587,1101,20,203
116.3528758,39.77521299,1101,34,344
116.4157118,40.01203209,1101,34,346
116.3205708,39.80730631,1101,33,331
116.5402399,39.78170449,1101,44,443
116.4505042,39.94515541,1101,21,211
116.395645,39.92998578,1101,27,275
116.2929048,39.82958074,1101,34,342
116.284565,39.91341001,1101,35,354
116.3821604,39.90320478,1101,29,292
116.3158024,40.04251255,1101,30,309
116.253479,40.12742892,1101,36,361
116.395645,39.92998578,1101,20,202
116.3588824,40.0076249,1101,40,401
116.329635,39.96199426,1101,39,392
116.0395197,39.72749333,1101,30,302
116.4189523,39.97878451,1101,35,351
116.5631806,39.81585423,1101,27,272
116.5057086,39.97075451,1101,39,397
116.1602474,39.7510462,1101,35,359
116.6632595,40.09866171,1101,35,359
116.4257571,40.00262175,1101,30,309
116.5312529,39.8960597,1101,36,366
116.395645,39.92998578,1101,35,356
116.4411972,39.84212315,1101,21,211
116.5833278,39.90048356,1101,39,393
116.4276255,39.95535708,1101,36,366
116.4448217,39.94237811,1101,15,152
113.9300131,22.70743279,1101,38,382
116.5660466,40.07843379,1101,43,434
116.3792149,39.96031622,1101,39,392
116.385459,39.93367665,1101,38,382
116.3742442,39.90599867,1101,23,231
116.3696193,39.90600822,1101,46,461
113.230804,35.24171236,1101,23,231
116.3720049,39.76497364,1101,14,141
116.3904548,39.91127256,1101,38,382
116.4230283,40.00727108,1101,44,443
116.3467542,39.9040726,1101,46,462
116.5575808,40.1057548,1101,13,135
116.3467987,39.91877397,1101,18,181
116.1827836,39.91821837,1101,34,347
116.3728367,39.94423451,1101,44,443
116.388095,39.95399857,1101,38,382
116.520994,39.81115866,1101,34,344
116.3614077,39.79145541,1101,18,181
116.2514498,39.85451775,1101,33,331
116.4285568,39.89028338,1101,19,192
116.395645,39.92998578,1101,23,231
116.4274277,39.88433314,1101,41,419
116.4303607,39.8805364,1101,19,193
116.5001313,39.98219229,1101,39,396
116.40438,39.8762338,1101,13,131
116.4248763,39.97625714,1101,15,152
116.395645,39.92998578,1101,41,419
116.4232194,39.87858143,1101,35,358
116.4187664,39.86744967,1101,13,139
116.6042504,39.91427417,1101,27,272
116.395645,39.92998578,1101,38,382
116.4242685,39.82661484,1101,36,366
116.395645,39.92998578,1101,13,137
116.3633255,39.88659313,1101,23,231
116.3845072,39.88670827,1101,44,443
116.2912923,39.83640003,1101,38,382
116.6881436,39.87979929,1101,34,345
116.7300437,39.86461435,1101,27,274
116.3587658,39.78914069,1101,39,399
116.3659398,39.88555117,1101,23,231
116.3357772,39.80581448,1101,22,223
116.395645,39.92998578,1101,33,331
116.395645,39.92998578,1101,36,366
116.395645,39.92998578,1101,27,272
116.3528758,39.77521299,1101,40,401
116.4576572,39.799913,1101,36,362
116.6465829,40.18033162,1101,27,274
116.395645,39.92998578,1101,40,404
116.3615732,39.87965922,1101,23,231
116.6009427,39.9833754,1101,22,223
116.5787016,39.87713943,1101,35,358
116.4585392,39.75271828,1101,38,382
116.395645,39.92998578,1101,26,266
116.5093865,39.99378865,1101,38,383
